universityName,faculty,facultyFoundingYear,Üniversite Türü,Birim İli,Birim Durum
İSTANBUL KENT ÜNİVERSİTESİ,SAĞLIK YÜKSEKOKULU,07.09.2016,VAKIF,İSTANBUL,AKTİF
İSTANBUL KENT ÜNİVERSİTESİ,SANAT VE TASARIM FAKÜLTESİ,07.09.2016,VAKIF,İSTANBUL,AKTİF
İSTANBUL KENT ÜNİVERSİTESİ,SİVİL HAVACILIK YÜKSEKOKULU,07.09.2016,VAKIF,İSTANBUL,AKTİF
İSTANBUL KENT ÜNİVERSİTESİ,TÜRKÇE VE YABANCI DİL ÖĞRETİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,14.10.2020,VAKIF,İSTANBUL,AKTİF
İSTANBUL KENT ÜNİVERSİTESİ,ULUSLARARASI STRATEJİK ARAŞTIRMALARUYGULAMA VE MERKEZİ,22.09.2021,VAKIF,İSTANBUL,AKTİF
İSTANBUL KENT ÜNİVERSİTESİ,UZAKTAN EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,22.07.2020,VAKIF,İSTANBUL,AKTİF
İSTANBUL KENT ÜNİVERSİTESİ,YABANCI DİLLER YÜKSEKOKULU,01.06.2021,VAKIF,İSTANBUL,AKTİF
İSTANBUL KENT ÜNİVERSİTESİ,YAŞAM BOYU EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,02.05.2018,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,AİLE İŞLETMELERİ VE GİRİŞİMCİLİK UYGULAMA VE ARAŞTIRMA MERKEZİ,,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,ATATÜRK İLKELERİ VE İNKILAP TARİHİ ARAŞTIRMA VE UYGULAMA MERKEZİ,22.03.2006,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,CEZA HUKUKU UYGULAMA VE ARAŞTIRMA MERKEZİ,,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,EĞİTİM FAKÜLTESİ,10.01.2012,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,FEN-EDEBİYAT FAKÜLTESİ,15.07.1997,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,FİKRİ HAKLAR UYGULAMA VE ARAŞTIRMA MERKEZİ,,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,GEOMATİK UYGULAMA VE ARAŞTIRMA MERKEZİ,,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,GÜZEL SANATLAR UYGULAMA VE ARAŞTIRMA MERKEZİ,22.03.2006,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,HAREKET ANALİZİ UYGULAMA VE DEĞERLENDİRME UYGULAMA VE ARAŞTIRMA MERKEZİ,17.07.2019,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,HUKUK FAKÜLTESİ,23.09.1998,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,İKTİSADİ VE İDARİ BİLİMLER FAKÜLTESİ,15.07.1997,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,LİSANSÜSTÜ EĞİTİM ENSTİTÜSÜ,15.07.1997,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,MESLEK YÜKSEKOKULU,21.03.2017,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,MİMARLIK FAKÜLTESİ,23.08.2011,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,MÜHENDİSLİK FAKÜLTESİ,23.08.2011,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,REHBERLİK VE PSİKOLOJİK DANIŞMANLIK UYGULAMA VE ARAŞTIRMA MERKEZİ,,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,SAĞLIK BİLİMLERİ FAKÜLTESİ,08.04.2016,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,SANAT VE TASARIM FAKÜLTESİ,22.05.2001,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,SÜREKLİ EĞİTİM MERKEZİ,22.03.2006,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,TÜRKÇE VE YABANCI DİLLER ÖĞRETİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,26.07.2012,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,UZAKTAN EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,21.12.2011,VAKIF,İSTANBUL,AKTİF
İSTANBUL KÜLTÜR ÜNİVERSİTESİ,YABANCI DİLLER YÜKSEKOKULU,02.08.2024,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,ADLİ BİLİMLER ENSTİTÜSÜ,23.03.2015,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,AĞIZ VE DİŞ SAĞLIĞI EĞİTİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,03.02.2016,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,AKDENİZ ARAŞTIRMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,07.06.2017,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,BİLİŞİM HUKUKU UYGULAMA VE ARAŞTIRMA MERKEZİ,20.03.2013,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,BİOHUKUK UYGULAMA VE ARAŞTIRMA MERKEZİ,20.03.2013,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,BİYOTEKNOLOJİ VE BİYOMÜHENDİSLİK UYGULAMA VE ARAŞTIRMA MERKEZİ,21.02.2018,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,DİŞ HEKİMLİĞİ FAKÜLTESİ,07.07.2009,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,ECZACILIK FAKÜLTESİ,07.07.2009,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,EĞİTİM FAKÜLTESİ,07.07.2009,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,FEN BİLİMLERİ ENSTİTÜSÜ,16.05.2013,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,GELENEKSEL VE TAMAMLAYICI TIP ARAŞTIRMA UYGULAMA MERKEZİ,13.03.2013,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,GÜZEL SANATLAR TASARIM VE MİMARLIK FAKÜLTESİ,07.07.2009,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,HUKUK FAKÜLTESİ,07.07.2009,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,HUKUK TARİHİ UYGULAMA VE ARAŞTIRMA MERKEZİ,31.03.2021,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,İKLİM DEĞİŞİKLİĞİ ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,21.02.2018,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,İLAÇ VE SAĞLIK HUKUKU UYGULAMA VE ARAŞTIRMA MERKEZİ,06.05.2014,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,İLETİŞİM FAKÜLTESİ,07.07.2009,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ,16.05.2013,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,İŞLETME VE YÖNETİM BİLİMLERİ FAKÜLTESİ,23.03.2015,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,MESLEK YÜKSEKOKULU,25.09.2014,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,MİLLETLERARASI HUKUK VE DIŞ POLİTİKA UYGULAMA VE ARAŞTIRMA MERKEZİ,20.03.2013,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ,07.07.2009,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,REJENERATİF VE RESTORATİF TIP ARAŞTIRMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,13.12.2012,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,"RÜYA, UYKU VE HİPNOZ ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ",07.03.2018,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,SAĞLIK BİLİM VE TEKNOLOJİLERİ ARAŞTIRMA ENSTİTÜSÜ,16.09.2017,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,SAĞLIK BİLİMLERİ ENSTİTÜSÜ,07.07.2009,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,SAĞLIK BİLİMLERİ FAKÜLTESİ,07.07.2009,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,SAĞLIK BİLİMLERİ YÜKSEKOKULU,23.03.2015,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU,07.07.2009,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,SAĞLIK SİSTEMLERİ VE POLİTİKALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,21.02.2018,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,SAĞLIK UYGULAMA VE ARAŞTIRMA MERKEZİ,,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,SOSYAL BİLİMLER ENSTİTÜSÜ,07.07.2009,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,SOSYAL BİLİMLER MESLEK YÜKSEKOKULU,07.07.2009,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,SÜRDÜRÜLEBİLİR KALKINMA UYGULAMA VE ARAŞTIRMA MERKEZİ,21.04.2021,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,SÜREKLİ EĞİTİM ARAŞTIRMA VE UYGULAMA MERKEZİ,24.11.2010,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,TIP FAKÜLTESİ,07.07.2009,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,TÜRKÇE ÖĞRETİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,06.02.2019,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,ULUSLARARASI TIP FAKÜLTESİ,09.05.2014,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,UZAKTAN EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,28.01.2015,VAKIF,İSTANBUL,AKTİF
İSTANBUL MEDİPOL ÜNİVERSİTESİ,YABANCI DİLLER YÜKSEKOKULU,07.07.2009,VAKIF,İSTANBUL,AKTİF
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,AĞIZ VE DİŞ SAĞLIĞI UYGULAMA VE ARAŞTIRMA MERKEZİ,08.12.2021,VAKIF,İSTANBUL,AKTİF
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,BEDEN EĞİTİMİ VE SPOR YÜKSEKOKULU,08.04.2016,VAKIF,İSTANBUL,AKTİF
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,DİŞ HEKİMLİĞİ FAKÜLTESİ,20.05.2021,VAKIF,İSTANBUL,AKTİF
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,"FİNANS, EKONOMİ VE POLİTİKA ARAŞTIRMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ",14.10.2020,VAKIF,İSTANBUL,AKTİF
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ",31.05.2012,VAKIF,İSTANBUL,AKTİF
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,KADIN VE AİLE ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,12.08.2020,VAKIF,İSTANBUL,AKTİF
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,KONSERVATUVAR,11.06.2020,VAKIF,İSTANBUL,AKTİF
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,LİSANSÜSTÜ EĞİTİM ENSTİTÜSÜ,28.03.2020,VAKIF,İSTANBUL,AKTİF
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,MESLEK YÜKSEKOKULU,17.09.2009,VAKIF,İSTANBUL,AKTİF
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,MÜHENDİSLİK-MİMARLIK FAKÜLTESİ,31.05.2012,VAKIF,İSTANBUL,AKTİF
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,SAĞLIK BİLİMLERİ FAKÜLTESİ,26.07.2022,VAKIF,İSTANBUL,AKTİF
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU,24.12.2015,VAKIF,İSTANBUL,AKTİF
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,SANAT VE TASARIM FAKÜLTESİ,31.05.2012,VAKIF,İSTANBUL,AKTİF
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,SİVİL HAVACILIK YÜKSEKOKULU,08.04.2016,VAKIF,İSTANBUL,AKTİF
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,SÜREKLİ EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,08.05.2013,VAKIF,İSTANBUL,AKTİF
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,TIP FAKÜLTESİ,20.05.2021,VAKIF,İSTANBUL,AKTİF
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,TÜRKÇE ÖĞRETİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,12.06.2019,VAKIF,İSTANBUL,AKTİF
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,UYGULAMALI BİLİMLER YÜKSEKOKULU,08.04.2016,VAKIF,İSTANBUL,AKTİF
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,UZAKTAN EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,13.05.2015,VAKIF,İSTANBUL,AKTİF
İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,ÜRETİM YÖNETİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,01.04.2015,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,AVRASYA UYGULAMA VE ARAŞTIRMA MERKEZİ,,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,AVRUPA BİRLİĞİ UYGULAMA VE ARAŞTIRMA MERKEZİ,,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,BİLGİSAYAR UYGULAMA VE ARAŞTIRMA MERKEZİ,22.09.2006,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,"DİŞ HEKİMLİĞİ EĞİTİM, UYGULAMA VE ARAŞTIRMA MERKEZİ",06.04.2016,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,DİŞ HEKİMLİĞİ FAKÜLTESİ,16.12.2013,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,ECZACILIK FAKÜLTESİ,04.08.2023,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,EĞİTİM FAKÜLTESİ,26.10.2011,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,ENERJİ ARAŞTIRMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,10.01.2013,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,FİNANSAL RİSKLERİ ARAŞTIRMA UYGULAMA VE ARAŞTIRMA MERKEZİ,,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,HUKUK FAKÜLTESİ,06.05.2008,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ,26.04.2013,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,İŞLETME VE YÖNETİM BİLİMLERİ FAKÜLTESİ,03.08.2016,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,KONSERVATUVAR,06.01.2015,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,LİSANSÜSTÜ EĞİTİM ENSTİTÜSÜ,18.12.1999,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,MESLEK YÜKSEKOKULU,18.12.1999,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ,21.05.2021,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,OKAN TURİZM UYGULAMA VE ARAŞTIRMA MERKEZİ,19.06.2012,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,ONKOLOJİ UYGULAMA VE ARAŞTIRMA MERKEZİ,04.07.2019,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,ÖĞRENME UYGULAMA VE ARAŞTIRMA MERKEZİ,28.11.2018,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,PSİKOLOJİK DANIŞMANLIK VE REHBERLİK UYGULAMA VE ARAŞTIRMA MERKEZİ,28.12.2011,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,SAĞLIK BİLİMLERİ FAKÜLTESİ,08.04.2016,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU,15.11.2012,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,SAĞLIK HUKUKU UYGULAMA VE ARAŞTIRMA MERKEZİ,19.12.2018,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,SAĞLIK UYGULAMA VE ARAŞTIRMA MERKEZİ,09.09.2015,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,"SANAT, TASARIM VE MİMARLIK FAKÜLTESİ",03.08.2016,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,SOSYAL GİRİŞİMCİLİK VE SOSYAL SORUMLULUK UYGULAMA VE ARAŞTRMA MERKEZİ,10.07.2013,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,SÜREKLİ EĞİTİM MERKEZİ,,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,TIP FAKÜLTESİ,16.12.2013,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,TOPLUMSAL CİNSİYET ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,25.10.2017,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,TÜRKÇE VE YABANCI DİL UYGULAMA VE ARAŞTIRMA MERKEZİ,05.12.2012,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,ULAŞTIRMA TEKNOLOJİLERİ VE AKILLI SİSTEMLERİ UYGULAMA VE ARAŞTIRMA MERKEZİ,16.04.2008,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,ULUSLARARASI TİCARET UYGULAMA VE ARAŞTIRMA MERKEZİ,,VAKIF,İSTANBUL,AKTİF
İSTANBUL OKAN ÜNİVERSİTESİ,UYGULAMALI BİLİMLER FAKÜLTESİ,25.05.2018,VAKIF,İSTANBUL,AKTİF
İSTANBUL RUMELİ ÜNİVERSİTESİ,FİZYOTERAPİ VE REHABİLİTASYON UYGULAMA VE ARAŞTIRMA MERKEZİ,07.12.2020,VAKIF,İSTANBUL,AKTİF
İSTANBUL RUMELİ ÜNİVERSİTESİ,"İKTİSADİ, İDARİ VE SOSYAL BİLİMLER FAKÜLTESİ",23.04.2015,VAKIF,İSTANBUL,AKTİF
İSTANBUL RUMELİ ÜNİVERSİTESİ,KÜRESEL POLİTİKALAR UYGULAMA VE ARAŞTIRMA MERKEZİ,26.12.2018,VAKIF,İSTANBUL,AKTİF
İSTANBUL RUMELİ ÜNİVERSİTESİ,LİSANSÜSTÜ EĞİTİM ENSTİTÜSÜ,16.06.2020,VAKIF,İSTANBUL,AKTİF
İSTANBUL RUMELİ ÜNİVERSİTESİ,MESLEK YÜKSEKOKULU,23.04.2015,VAKIF,İSTANBUL,AKTİF
İSTANBUL RUMELİ ÜNİVERSİTESİ,MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ,04.09.2021,VAKIF,İSTANBUL,AKTİF
İSTANBUL RUMELİ ÜNİVERSİTESİ,PSİKOLOJİ UYGULAMA VE ARAŞTIRMA MERKEZİ,24.06.2020,VAKIF,İSTANBUL,AKTİF
İSTANBUL RUMELİ ÜNİVERSİTESİ,RUMELİ ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,03.03.2021,VAKIF,İSTANBUL,AKTİF
İSTANBUL RUMELİ ÜNİVERSİTESİ,SAĞLIK BİLİMLERİ FAKÜLTESİ,16.06.2020,VAKIF,İSTANBUL,AKTİF
İSTANBUL RUMELİ ÜNİVERSİTESİ,SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU,11.11.2016,VAKIF,İSTANBUL,AKTİF
İSTANBUL RUMELİ ÜNİVERSİTESİ,"SAĞLIKLI YAŞAM, EGZERSİZVE SPOR BİLİMLERİ UYGULAMA VE ARAŞTIRMA MERKEZİ",29.04.2021,VAKIF,İSTANBUL,AKTİF
İSTANBUL RUMELİ ÜNİVERSİTESİ,"SANAT, TASARIM VE MİMARLIK FAKÜLTESİ",04.09.2021,VAKIF,İSTANBUL,AKTİF
İSTANBUL RUMELİ ÜNİVERSİTESİ,SPOR BİLİMLERİ FAKÜLTESİ,25.05.2018,VAKIF,İSTANBUL,AKTİF
İSTANBUL RUMELİ ÜNİVERSİTESİ,SÜREKLİ EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,21.12.2016,VAKIF,İSTANBUL,AKTİF
İSTANBUL RUMELİ ÜNİVERSİTESİ,"TARIM, HAYVANCILIK, GIDA UYGULAMA VE ARAŞTIRMA MERKEZİ",01.07.2020,VAKIF,İSTANBUL,AKTİF
İSTANBUL RUMELİ ÜNİVERSİTESİ,TÜRKÇE ÖĞRETİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,05.05.2021,VAKIF,İSTANBUL,AKTİF
İSTANBUL RUMELİ ÜNİVERSİTESİ,UZAKTAN EĞİTİM UYGULAMA VE ARAŞTIRMA MERKEZİ,06.12.2017,VAKIF,İSTANBUL,AKTİF
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,EĞİTİM FAKÜLTESİ,24.04.2010,VAKIF,İSTANBUL,AKTİF
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,"GIDA, TARIM UYGULAMA VE ARAŞTIRMA MERKEZİ",,VAKIF,İSTANBUL,AKTİF
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,HALİL İNALCIK TARİH VE TOPLUM BİLİMLERİ UYGULAMA VE ARAŞTIRMA MERKEZİ,26.08.2016,VAKIF,İSTANBUL,AKTİF
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,HUKUK FAKÜLTESİ,15.03.2014,VAKIF,İSTANBUL,AKTİF
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,İNSAN VE TOPLUM BİLİMLERİ FAKÜLTESİ,24.04.2010,VAKIF,İSTANBUL,AKTİF
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,İPEKYOLU MEDENİYETLERİ UYGULAMA VE ARAŞTIRMA MERKEZİ,04.06.2014,VAKIF,İSTANBUL,AKTİF
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,İSLAM DÜNYASI VE KÜRESEL İLİŞKİLER UYGULAMA VE ARAŞTIRMA MERKEZİ,09.02.2022,VAKIF,İSTANBUL,AKTİF
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,İSLAMİ İLİMLER FAKÜLTESİ,23.06.2012,VAKIF,İSTANBUL,AKTİF
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,İSTANBUL ARAŞTIRMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,04.06.2014,VAKIF,İSTANBUL,AKTİF
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,İŞLETME VE YÖNETİM BİLİMLERİ FAKÜLTESİ,24.04.2010,VAKIF,İSTANBUL,AKTİF
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,LİSANSÜSTÜ EĞİTİM ENSTİTÜSÜ,28.03.2020,VAKIF,İSTANBUL,AKTİF
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,MEHMET AKİF ERSOY UYGULAMA VE ARAŞTIRMA MERKEZİ,,VAKIF,İSTANBUL,AKTİF
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,MÜHENDİSLİK VE DOĞA BİLİMLERİ FAKÜLTESİ,24.04.2010,VAKIF,İSTANBUL,AKTİF
İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,NÜKLEER ALGILAYICILAR VE ROBOTİK UYGULAMA VE ARAŞTIRMA MERKEZİ,10.06.2020,VAKIF,İSTANBUL,AKTİF
